# 2025-02-06 18:54:31.750665
# gamma = 5/3
# xi0 = 1.151666417967 (E_error=1.92e-12)
# Pc = 0.3061936398892737
# xi  a  v  p  u/u1  P/P1  T/T1
0.4646664 5.7869030e-03 8.0062854e-01 1.8863257e+00 3.2303208e-01 3.0707599e-01 5.3063959e+01
0.4636664 5.7308687e-03 8.0061979e-01 1.8943954e+00 3.2233337e-01 3.0706371e-01 5.3580658e+01
0.4626664 5.6752605e-03 8.0061116e-01 1.9025181e+00 3.2163471e-01 3.0705159e-01 5.4103523e+01
0.4616664 5.6200761e-03 8.0060262e-01 1.9106944e+00 3.2093611e-01 3.0703960e-01 5.4632642e+01
0.4606664 5.5653130e-03 8.0059419e-01 1.9189247e+00 3.2023757e-01 3.0702776e-01 5.5168103e+01
0.4596664 5.5109689e-03 8.0058585e-01 1.9272096e+00 3.1953908e-01 3.0701606e-01 5.5709997e+01
0.4586664 5.4570415e-03 8.0057762e-01 1.9355494e+00 3.1884065e-01 3.0700450e-01 5.6258414e+01
0.4576664 5.4035283e-03 8.0056948e-01 1.9439447e+00 3.1814227e-01 3.0699308e-01 5.6813449e+01
0.4566664 5.3504271e-03 8.0056144e-01 1.9523958e+00 3.1744394e-01 3.0698179e-01 5.7375195e+01
0.4556664 5.2977354e-03 8.0055350e-01 1.9609034e+00 3.1674566e-01 3.0697065e-01 5.7943748e+01
0.4546664 5.2454510e-03 8.0054565e-01 1.9694679e+00 3.1604744e-01 3.0695963e-01 5.8519207e+01
0.4536664 5.1935715e-03 8.0053789e-01 1.9780898e+00 3.1534926e-01 3.0694875e-01 5.9101670e+01
0.4526664 5.1420946e-03 8.0053023e-01 1.9867696e+00 3.1465114e-01 3.0693800e-01 5.9691239e+01
0.4516664 5.0910181e-03 8.0052266e-01 1.9955078e+00 3.1395307e-01 3.0692738e-01 6.0288016e+01
0.4506664 5.0403396e-03 8.0051519e-01 2.0043049e+00 3.1325504e-01 3.0691689e-01 6.0892106e+01
0.4496664 4.9900568e-03 8.0050780e-01 2.0131615e+00 3.1255707e-01 3.0690653e-01 6.1503614e+01
0.4486664 4.9401675e-03 8.0050051e-01 2.0220781e+00 3.1185914e-01 3.0689629e-01 6.2122649e+01
0.4476664 4.8906694e-03 8.0049330e-01 2.0310551e+00 3.1116125e-01 3.0688618e-01 6.2749320e+01
0.4466664 4.8415603e-03 8.0048618e-01 2.0400932e+00 3.1046342e-01 3.0687619e-01 6.3383739e+01
0.4456664 4.7928379e-03 8.0047915e-01 2.0491928e+00 3.0976563e-01 3.0686633e-01 6.4026019e+01
0.4446664 4.7444999e-03 8.0047220e-01 2.0583546e+00 3.0906789e-01 3.0685658e-01 6.4676276e+01
0.4436664 4.6965442e-03 8.0046534e-01 2.0675790e+00 3.0837019e-01 3.0684696e-01 6.5334626e+01
0.4426664 4.6489685e-03 8.0045857e-01 2.0768667e+00 3.0767253e-01 3.0683746e-01 6.6001190e+01
0.4416664 4.6017707e-03 8.0045187e-01 2.0862182e+00 3.0697492e-01 3.0682807e-01 6.6676089e+01
0.4406664 4.5549484e-03 8.0044526e-01 2.0956341e+00 3.0627736e-01 3.0681880e-01 6.7359446e+01
0.4396664 4.5084996e-03 8.0043874e-01 2.1051150e+00 3.0557983e-01 3.0680965e-01 6.8051386e+01
0.4386664 4.4624220e-03 8.0043229e-01 2.1146614e+00 3.0488235e-01 3.0680061e-01 6.8752038e+01
0.4376664 4.4167135e-03 8.0042593e-01 2.1242740e+00 3.0418491e-01 3.0679168e-01 6.9461530e+01
0.4366664 4.3713719e-03 8.0041964e-01 2.1339533e+00 3.0348751e-01 3.0678286e-01 7.0179996e+01
0.4356664 4.3263950e-03 8.0041343e-01 2.1437000e+00 3.0279015e-01 3.0677416e-01 7.0907570e+01
0.4346664 4.2817808e-03 8.0040730e-01 2.1535147e+00 3.0209284e-01 3.0676557e-01 7.1644389e+01
0.4336664 4.2375270e-03 8.0040125e-01 2.1633980e+00 3.0139556e-01 3.0675708e-01 7.2390590e+01
0.4326664 4.1936315e-03 8.0039527e-01 2.1733504e+00 3.0069832e-01 3.0674870e-01 7.3146317e+01
0.4316664 4.1500922e-03 8.0038937e-01 2.1833728e+00 3.0000112e-01 3.0674043e-01 7.3911713e+01
0.4306664 4.1069070e-03 8.0038355e-01 2.1934657e+00 2.9930396e-01 3.0673226e-01 7.4686925e+01
0.4296664 4.0640738e-03 8.0037779e-01 2.2036297e+00 2.9860683e-01 3.0672419e-01 7.5472102e+01
0.4286664 4.0215905e-03 8.0037212e-01 2.2138656e+00 2.9790974e-01 3.0671623e-01 7.6267395e+01
0.4276664 3.9794551e-03 8.0036651e-01 2.2241739e+00 2.9721269e-01 3.0670837e-01 7.7072958e+01
0.4266664 3.9376653e-03 8.0036097e-01 2.2345554e+00 2.9651568e-01 3.0670062e-01 7.7888950e+01
0.4256664 3.8962192e-03 8.0035551e-01 2.2450108e+00 2.9581870e-01 3.0669296e-01 7.8715530e+01
0.4246664 3.8551146e-03 8.0035012e-01 2.2555407e+00 2.9512176e-01 3.0668540e-01 7.9552860e+01
0.4236664 3.8143497e-03 8.0034479e-01 2.2661458e+00 2.9442485e-01 3.0667793e-01 8.0401106e+01
0.4226664 3.7739222e-03 8.0033954e-01 2.2768269e+00 2.9372797e-01 3.0667057e-01 8.1260438e+01
0.4216664 3.7338301e-03 8.0033435e-01 2.2875847e+00 2.9303113e-01 3.0666330e-01 8.2131025e+01
0.4206664 3.6940715e-03 8.0032923e-01 2.2984198e+00 2.9233433e-01 3.0665612e-01 8.3013043e+01
0.4196664 3.6546443e-03 8.0032417e-01 2.3093331e+00 2.9163756e-01 3.0664904e-01 8.3906671e+01
0.4186664 3.6155465e-03 8.0031918e-01 2.3203252e+00 2.9094081e-01 3.0664205e-01 8.4812088e+01
0.4176664 3.5767761e-03 8.0031426e-01 2.3313969e+00 2.9024411e-01 3.0663515e-01 8.5729479e+01
0.4166664 3.5383310e-03 8.0030940e-01 2.3425491e+00 2.8954743e-01 3.0662834e-01 8.6659031e+01
0.4156664 3.5002094e-03 8.0030461e-01 2.3537823e+00 2.8885079e-01 3.0662162e-01 8.7600936e+01
0.4146664 3.4624092e-03 8.0029988e-01 2.3650975e+00 2.8815417e-01 3.0661499e-01 8.8555389e+01
0.4136664 3.4249284e-03 8.0029521e-01 2.3764955e+00 2.8745759e-01 3.0660845e-01 8.9522586e+01
0.4126664 3.3877651e-03 8.0029060e-01 2.3879769e+00 2.8676104e-01 3.0660199e-01 9.0502729e+01
0.4116664 3.3509174e-03 8.0028605e-01 2.3995426e+00 2.8606451e-01 3.0659562e-01 9.1496025e+01
0.4106664 3.3143832e-03 8.0028156e-01 2.4111935e+00 2.8536802e-01 3.0658933e-01 9.2502682e+01
0.4096664 3.2781607e-03 8.0027714e-01 2.4229304e+00 2.8467155e-01 3.0658313e-01 9.3522912e+01
0.4086664 3.2422478e-03 8.0027277e-01 2.4347540e+00 2.8397512e-01 3.0657701e-01 9.4556933e+01
0.4076664 3.2066428e-03 8.0026846e-01 2.4466653e+00 2.8327871e-01 3.0657097e-01 9.5604965e+01
0.4066664 3.1713436e-03 8.0026421e-01 2.4586651e+00 2.8258233e-01 3.0656502e-01 9.6667234e+01
0.4056664 3.1363484e-03 8.0026001e-01 2.4707543e+00 2.8188598e-01 3.0655914e-01 9.7743969e+01
0.4046664 3.1016553e-03 8.0025587e-01 2.4829338e+00 2.8118965e-01 3.0655334e-01 9.8835402e+01
0.4036664 3.0672623e-03 8.0025179e-01 2.4952044e+00 2.8049335e-01 3.0654763e-01 9.9941771e+01
0.4026664 3.0331676e-03 8.0024777e-01 2.5075670e+00 2.7979708e-01 3.0654199e-01 1.0106332e+02
0.4016664 2.9993693e-03 8.0024379e-01 2.5200226e+00 2.7910083e-01 3.0653642e-01 1.0220029e+02
0.4006664 2.9658655e-03 8.0023987e-01 2.5325722e+00 2.7840461e-01 3.0653093e-01 1.0335294e+02
0.3996664 2.9326544e-03 8.0023601e-01 2.5452165e+00 2.7770842e-01 3.0652552e-01 1.0452153e+02
0.3986664 2.8997341e-03 8.0023220e-01 2.5579566e+00 2.7701225e-01 3.0652018e-01 1.0570630e+02
0.3976664 2.8671028e-03 8.0022844e-01 2.5707934e+00 2.7631610e-01 3.0651491e-01 1.0690754e+02
0.3966664 2.8347587e-03 8.0022473e-01 2.5837280e+00 2.7561998e-01 3.0650972e-01 1.0812551e+02
0.3956664 2.8026998e-03 8.0022107e-01 2.5967612e+00 2.7492388e-01 3.0650460e-01 1.0936048e+02
0.3946664 2.7709244e-03 8.0021747e-01 2.6098942e+00 2.7422781e-01 3.0649955e-01 1.1061274e+02
0.3936664 2.7394306e-03 8.0021391e-01 2.6231278e+00 2.7353176e-01 3.0649457e-01 1.1188258e+02
0.3926664 2.7082167e-03 8.0021040e-01 2.6364632e+00 2.7283573e-01 3.0648966e-01 1.1317028e+02
0.3916664 2.6772809e-03 8.0020694e-01 2.6499013e+00 2.7213973e-01 3.0648481e-01 1.1447615e+02
0.3906664 2.6466213e-03 8.0020353e-01 2.6634432e+00 2.7144375e-01 3.0648004e-01 1.1580049e+02
0.3896664 2.6162362e-03 8.0020017e-01 2.6770900e+00 2.7074779e-01 3.0647533e-01 1.1714360e+02
0.3886664 2.5861238e-03 8.0019685e-01 2.6908427e+00 2.7005185e-01 3.0647069e-01 1.1850581e+02
0.3876664 2.5562823e-03 8.0019359e-01 2.7047025e+00 2.6935593e-01 3.0646611e-01 1.1988743e+02
0.3866664 2.5267099e-03 8.0019036e-01 2.7186704e+00 2.6866004e-01 3.0646159e-01 1.2128879e+02
0.3856664 2.4974050e-03 8.0018718e-01 2.7327475e+00 2.6796416e-01 3.0645715e-01 1.2271023e+02
0.3846664 2.4683657e-03 8.0018405e-01 2.7469351e+00 2.6726831e-01 3.0645276e-01 1.2415209e+02
0.3836664 2.4395903e-03 8.0018096e-01 2.7612342e+00 2.6657247e-01 3.0644844e-01 1.2561472e+02
0.3826664 2.4110770e-03 8.0017792e-01 2.7756460e+00 2.6587666e-01 3.0644417e-01 1.2709846e+02
0.3816664 2.3828243e-03 8.0017492e-01 2.7901717e+00 2.6518086e-01 3.0643997e-01 1.2860368e+02
0.3806664 2.3548302e-03 8.0017196e-01 2.8048124e+00 2.6448509e-01 3.0643583e-01 1.3013076e+02
0.3796664 2.3270932e-03 8.0016905e-01 2.8195695e+00 2.6378933e-01 3.0643175e-01 1.3168005e+02
0.3786664 2.2996114e-03 8.0016617e-01 2.8344440e+00 2.6309360e-01 3.0642773e-01 1.3325196e+02
0.3776664 2.2723833e-03 8.0016334e-01 2.8494373e+00 2.6239788e-01 3.0642376e-01 1.3484686e+02
0.3766664 2.2454071e-03 8.0016055e-01 2.8645507e+00 2.6170218e-01 3.0641986e-01 1.3646517e+02
0.3756664 2.2186811e-03 8.0015780e-01 2.8797853e+00 2.6100649e-01 3.0641601e-01 1.3810728e+02
0.3746664 2.1922037e-03 8.0015509e-01 2.8951425e+00 2.6031083e-01 3.0641221e-01 1.3977360e+02
0.3736664 2.1659732e-03 8.0015242e-01 2.9106236e+00 2.5961518e-01 3.0640847e-01 1.4146457e+02
0.3726664 2.1399879e-03 8.0014979e-01 2.9262299e+00 2.5891955e-01 3.0640479e-01 1.4318062e+02
0.3716664 2.1142462e-03 8.0014719e-01 2.9419627e+00 2.5822394e-01 3.0640116e-01 1.4492218e+02
0.3706664 2.0887463e-03 8.0014464e-01 2.9578235e+00 2.5752835e-01 3.0639758e-01 1.4668970e+02
0.3696664 2.0634868e-03 8.0014212e-01 2.9738136e+00 2.5683277e-01 3.0639406e-01 1.4848365e+02
0.3686664 2.0384659e-03 8.0013964e-01 2.9899344e+00 2.5613720e-01 3.0639059e-01 1.5030449e+02
0.3676664 2.0136821e-03 8.0013720e-01 3.0061874e+00 2.5544166e-01 3.0638716e-01 1.5215270e+02
0.3666664 1.9891336e-03 8.0013479e-01 3.0225739e+00 2.5474612e-01 3.0638380e-01 1.5402877e+02
0.3656664 1.9648189e-03 8.0013242e-01 3.0390954e+00 2.5405061e-01 3.0638048e-01 1.5593319e+02
0.3646664 1.9407364e-03 8.0013008e-01 3.0557535e+00 2.5335511e-01 3.0637721e-01 1.5786647e+02
0.3636664 1.9168845e-03 8.0012778e-01 3.0725495e+00 2.5265962e-01 3.0637398e-01 1.5982913e+02
0.3626664 1.8932615e-03 8.0012551e-01 3.0894851e+00 2.5196415e-01 3.0637081e-01 1.6182171e+02
0.3616664 1.8698660e-03 8.0012328e-01 3.1065618e+00 2.5126870e-01 3.0636769e-01 1.6384473e+02
0.3606664 1.8466963e-03 8.0012108e-01 3.1237811e+00 2.5057326e-01 3.0636461e-01 1.6589875e+02
0.3596664 1.8237508e-03 8.0011892e-01 3.1411446e+00 2.4987783e-01 3.0636158e-01 1.6798434e+02
0.3586664 1.8010280e-03 8.0011678e-01 3.1586539e+00 2.4918242e-01 3.0635859e-01 1.7010207e+02
0.3576664 1.7785264e-03 8.0011468e-01 3.1763107e+00 2.4848702e-01 3.0635565e-01 1.7225252e+02
0.3566664 1.7562443e-03 8.0011261e-01 3.1941166e+00 2.4779163e-01 3.0635276e-01 1.7443630e+02
0.3556664 1.7341803e-03 8.0011058e-01 3.2120733e+00 2.4709626e-01 3.0634991e-01 1.7665402e+02
0.3546664 1.7123327e-03 8.0010857e-01 3.2301824e+00 2.4640090e-01 3.0634710e-01 1.7890629e+02
0.3536664 1.6907001e-03 8.0010660e-01 3.2484458e+00 2.4570555e-01 3.0634434e-01 1.8119377e+02
0.3526664 1.6692810e-03 8.0010465e-01 3.2668651e+00 2.4501022e-01 3.0634162e-01 1.8351711e+02
0.3516664 1.6480738e-03 8.0010274e-01 3.2854421e+00 2.4431490e-01 3.0633894e-01 1.8587696e+02
0.3506664 1.6270770e-03 8.0010086e-01 3.3041787e+00 2.4361959e-01 3.0633630e-01 1.8827401e+02
0.3496664 1.6062891e-03 8.0009900e-01 3.3230766e+00 2.4292429e-01 3.0633371e-01 1.9070895e+02
0.3486664 1.5857086e-03 8.0009718e-01 3.3421377e+00 2.4222901e-01 3.0633115e-01 1.9318250e+02
0.3476664 1.5653341e-03 8.0009538e-01 3.3613638e+00 2.4153374e-01 3.0632864e-01 1.9569537e+02
0.3466664 1.5451640e-03 8.0009361e-01 3.3807570e+00 2.4083848e-01 3.0632616e-01 1.9824832e+02
0.3456664 1.5251968e-03 8.0009187e-01 3.4003190e+00 2.4014323e-01 3.0632373e-01 2.0084209e+02
0.3446664 1.5054312e-03 8.0009015e-01 3.4200519e+00 2.3944799e-01 3.0632133e-01 2.0347747e+02
0.3436664 1.4858655e-03 8.0008847e-01 3.4399577e+00 2.3875276e-01 3.0631897e-01 2.0615524e+02
0.3426664 1.4664985e-03 8.0008681e-01 3.4600384e+00 2.3805755e-01 3.0631665e-01 2.0887621e+02
0.3416664 1.4473285e-03 8.0008517e-01 3.4802959e+00 2.3736234e-01 3.0631436e-01 2.1164121e+02
0.3406664 1.4283543e-03 8.0008357e-01 3.5007325e+00 2.3666714e-01 3.0631211e-01 2.1445108e+02
0.3396664 1.4095743e-03 8.0008198e-01 3.5213502e+00 2.3597196e-01 3.0630990e-01 2.1730668e+02
0.3386664 1.3909870e-03 8.0008043e-01 3.5421511e+00 2.3527679e-01 3.0630772e-01 2.2020890e+02
0.3376664 1.3725912e-03 8.0007890e-01 3.5631374e+00 2.3458162e-01 3.0630558e-01 2.2315863e+02
0.3366664 1.3543853e-03 8.0007739e-01 3.5843113e+00 2.3388647e-01 3.0630347e-01 2.2615681e+02
0.3356664 1.3363680e-03 8.0007591e-01 3.6056751e+00 2.3319132e-01 3.0630140e-01 2.2920438e+02
0.3346664 1.3185378e-03 8.0007445e-01 3.6272310e+00 2.3249619e-01 3.0629936e-01 2.3230229e+02
0.3336664 1.3008934e-03 8.0007302e-01 3.6489814e+00 2.3180106e-01 3.0629735e-01 2.3545153e+02
0.3326664 1.2834334e-03 8.0007161e-01 3.6709285e+00 2.3110594e-01 3.0629538e-01 2.3865312e+02
0.3316664 1.2661563e-03 8.0007022e-01 3.6930747e+00 2.3041084e-01 3.0629343e-01 2.4190808e+02
0.3306664 1.2490608e-03 8.0006885e-01 3.7154225e+00 2.2971574e-01 3.0629152e-01 2.4521746e+02
0.3296664 1.2321455e-03 8.0006751e-01 3.7379742e+00 2.2902065e-01 3.0628965e-01 2.4858236e+02
0.3286664 1.2154091e-03 8.0006619e-01 3.7607325e+00 2.2832557e-01 3.0628780e-01 2.5200387e+02
0.3276664 1.1988502e-03 8.0006489e-01 3.7836997e+00 2.2763050e-01 3.0628598e-01 2.5548311e+02
0.3266664 1.1824674e-03 8.0006362e-01 3.8068785e+00 2.2693543e-01 3.0628420e-01 2.5902125e+02
0.3256664 1.1662595e-03 8.0006236e-01 3.8302714e+00 2.2624038e-01 3.0628244e-01 2.6261947e+02
0.3246664 1.1502249e-03 8.0006113e-01 3.8538812e+00 2.2554533e-01 3.0628071e-01 2.6627897e+02
0.3236664 1.1343625e-03 8.0005991e-01 3.8777104e+00 2.2485029e-01 3.0627902e-01 2.7000100e+02
0.3226664 1.1186709e-03 8.0005872e-01 3.9017618e+00 2.2415526e-01 3.0627735e-01 2.7378681e+02
0.3216664 1.1031488e-03 8.0005755e-01 3.9260381e+00 2.2346023e-01 3.0627571e-01 2.7763771e+02
0.3206664 1.0877948e-03 8.0005639e-01 3.9505422e+00 2.2276522e-01 3.0627409e-01 2.8155503e+02
0.3196664 1.0726077e-03 8.0005526e-01 3.9752770e+00 2.2207021e-01 3.0627251e-01 2.8554011e+02
0.3186664 1.0575861e-03 8.0005415e-01 4.0002452e+00 2.2137520e-01 3.0627095e-01 2.8959435e+02
0.3176664 1.0427287e-03 8.0005305e-01 4.0254499e+00 2.2068021e-01 3.0626942e-01 2.9371918e+02
0.3166664 1.0280343e-03 8.0005198e-01 4.0508941e+00 2.1998522e-01 3.0626791e-01 2.9791604e+02
0.3156664 1.0135016e-03 8.0005092e-01 4.0765807e+00 2.1929024e-01 3.0626643e-01 3.0218644e+02
0.3146664 9.9912925e-04 8.0004988e-01 4.1025129e+00 2.1859527e-01 3.0626498e-01 3.0653189e+02
0.3136664 9.8491604e-04 8.0004886e-01 4.1286938e+00 2.1790030e-01 3.0626355e-01 3.1095397e+02
0.3126664 9.7086068e-04 8.0004785e-01 4.1551265e+00 2.1720534e-01 3.0626215e-01 3.1545427e+02
0.3116664 9.5696191e-04 8.0004687e-01 4.1818144e+00 2.1651039e-01 3.0626077e-01 3.2003444e+02
0.3106664 9.4321849e-04 8.0004590e-01 4.2087607e+00 2.1581544e-01 3.0625941e-01 3.2469615e+02
0.3096664 9.2962916e-04 8.0004495e-01 4.2359687e+00 2.1512050e-01 3.0625808e-01 3.2944113e+02
0.3086664 9.1619268e-04 8.0004401e-01 4.2634418e+00 2.1442556e-01 3.0625677e-01 3.3427114e+02
0.3076664 9.0290783e-04 8.0004309e-01 4.2911836e+00 2.1373063e-01 3.0625549e-01 3.3918799e+02
0.3066664 8.8977336e-04 8.0004219e-01 4.3191974e+00 2.1303571e-01 3.0625422e-01 3.4419352e+02
0.3056664 8.7678806e-04 8.0004130e-01 4.3474869e+00 2.1234079e-01 3.0625298e-01 3.4928964e+02
0.3046664 8.6395071e-04 8.0004043e-01 4.3760557e+00 2.1164588e-01 3.0625177e-01 3.5447829e+02
0.3036664 8.5126009e-04 8.0003958e-01 4.4049074e+00 2.1095097e-01 3.0625057e-01 3.5976146e+02
0.3026664 8.3871502e-04 8.0003874e-01 4.4340458e+00 2.1025607e-01 3.0624940e-01 3.6514119e+02
0.3016664 8.2631427e-04 8.0003792e-01 4.4634747e+00 2.0956118e-01 3.0624824e-01 3.7061957e+02
0.3006664 8.1405668e-04 8.0003711e-01 4.4931980e+00 2.0886629e-01 3.0624711e-01 3.7619876e+02
0.2996664 8.0194103e-04 8.0003631e-01 4.5232196e+00 2.0817140e-01 3.0624600e-01 3.8188094e+02
0.2986664 7.8996617e-04 8.0003553e-01 4.5535436e+00 2.0747652e-01 3.0624491e-01 3.8766838e+02
0.2976664 7.7813091e-04 8.0003476e-01 4.5841739e+00 2.0678165e-01 3.0624384e-01 3.9356339e+02
0.2966664 7.6643408e-04 8.0003401e-01 4.6151147e+00 2.0608678e-01 3.0624278e-01 3.9956833e+02
0.2956664 7.5487452e-04 8.0003327e-01 4.6463702e+00 2.0539192e-01 3.0624175e-01 4.0568564e+02
0.2946664 7.4345107e-04 8.0003255e-01 4.6779447e+00 2.0469706e-01 3.0624074e-01 4.1191781e+02
0.2936664 7.3216259e-04 8.0003184e-01 4.7098425e+00 2.0400220e-01 3.0623974e-01 4.1826740e+02
0.2926664 7.2100792e-04 8.0003114e-01 4.7420681e+00 2.0330735e-01 3.0623877e-01 4.2473703e+02
0.2916664 7.0998594e-04 8.0003045e-01 4.7746260e+00 2.0261250e-01 3.0623781e-01 4.3132940e+02
0.2906664 6.9909550e-04 8.0002978e-01 4.8075207e+00 2.0191766e-01 3.0623687e-01 4.3804726e+02
0.2896664 6.8833548e-04 8.0002912e-01 4.8407569e+00 2.0122283e-01 3.0623594e-01 4.4489345e+02
0.2886664 6.7770475e-04 8.0002847e-01 4.8743393e+00 2.0052799e-01 3.0623504e-01 4.5187087e+02
0.2876664 6.6720221e-04 8.0002784e-01 4.9082728e+00 1.9983316e-01 3.0623415e-01 4.5898251e+02
0.2866664 6.5682675e-04 8.0002722e-01 4.9425623e+00 1.9913834e-01 3.0623328e-01 4.6623144e+02
0.2856664 6.4657725e-04 8.0002661e-01 4.9772127e+00 1.9844352e-01 3.0623242e-01 4.7362078e+02
0.2846664 6.3645262e-04 8.0002601e-01 5.0122291e+00 1.9774870e-01 3.0623159e-01 4.8115378e+02
0.2836664 6.2645178e-04 8.0002542e-01 5.0476168e+00 1.9705389e-01 3.0623076e-01 4.8883373e+02
0.2826664 6.1657363e-04 8.0002484e-01 5.0833808e+00 1.9635908e-01 3.0622996e-01 4.9666405e+02
0.2816664 6.0681709e-04 8.0002428e-01 5.1195267e+00 1.9566427e-01 3.0622916e-01 5.0464822e+02
0.2806664 5.9718108e-04 8.0002372e-01 5.1560599e+00 1.9496947e-01 3.0622839e-01 5.1278983e+02
0.2796664 5.8766455e-04 8.0002318e-01 5.1929858e+00 1.9427467e-01 3.0622763e-01 5.2109256e+02
0.2786664 5.7826643e-04 8.0002264e-01 5.2303102e+00 1.9357988e-01 3.0622688e-01 5.2956020e+02
0.2776664 5.6898565e-04 8.0002212e-01 5.2680388e+00 1.9288509e-01 3.0622615e-01 5.3819662e+02
0.2766664 5.5982117e-04 8.0002161e-01 5.3061774e+00 1.9219030e-01 3.0622543e-01 5.4700581e+02
0.2756664 5.5077194e-04 8.0002110e-01 5.3447321e+00 1.9149551e-01 3.0622473e-01 5.5599189e+02
0.2746664 5.4183692e-04 8.0002061e-01 5.3837088e+00 1.9080073e-01 3.0622404e-01 5.6515905e+02
0.2736664 5.3301508e-04 8.0002013e-01 5.4231138e+00 1.9010595e-01 3.0622337e-01 5.7451164e+02
0.2726664 5.2430538e-04 8.0001966e-01 5.4629533e+00 1.8941118e-01 3.0622270e-01 5.8405409e+02
0.2716664 5.1570681e-04 8.0001919e-01 5.5032337e+00 1.8871641e-01 3.0622205e-01 5.9379098e+02
0.2706664 5.0721835e-04 8.0001874e-01 5.5439617e+00 1.8802164e-01 3.0622142e-01 6.0372701e+02
0.2696664 4.9883898e-04 8.0001829e-01 5.5851437e+00 1.8732687e-01 3.0622080e-01 6.1386701e+02
0.2686664 4.9056771e-04 8.0001786e-01 5.6267867e+00 1.8663211e-01 3.0622019e-01 6.2421595e+02
0.2676664 4.8240352e-04 8.0001743e-01 5.6688974e+00 1.8593735e-01 3.0621959e-01 6.3477893e+02
0.2666664 4.7434542e-04 8.0001701e-01 5.7114830e+00 1.8524259e-01 3.0621900e-01 6.4556121e+02
0.2656664 4.6639243e-04 8.0001660e-01 5.7545505e+00 1.8454784e-01 3.0621843e-01 6.5656818e+02
0.2646664 4.5854355e-04 8.0001620e-01 5.7981074e+00 1.8385308e-01 3.0621787e-01 6.6780541e+02
0.2636664 4.5079782e-04 8.0001580e-01 5.8421609e+00 1.8315833e-01 3.0621731e-01 6.7927860e+02
0.2626664 4.4315426e-04 8.0001542e-01 5.8867187e+00 1.8246359e-01 3.0621678e-01 6.9099364e+02
0.2616664 4.3561190e-04 8.0001504e-01 5.9317885e+00 1.8176884e-01 3.0621625e-01 7.0295657e+02
0.2606664 4.2816978e-04 8.0001467e-01 5.9773782e+00 1.8107410e-01 3.0621573e-01 7.1517361e+02
0.2596664 4.2082695e-04 8.0001431e-01 6.0234958e+00 1.8037936e-01 3.0621522e-01 7.2765118e+02
0.2586664 4.1358245e-04 8.0001395e-01 6.0701495e+00 1.7968462e-01 3.0621473e-01 7.4039585e+02
0.2576664 4.0643534e-04 8.0001361e-01 6.1173475e+00 1.7898989e-01 3.0621424e-01 7.5341442e+02
0.2566664 3.9938468e-04 8.0001327e-01 6.1650985e+00 1.7829515e-01 3.0621377e-01 7.6671386e+02
0.2556664 3.9242953e-04 8.0001293e-01 6.2134111e+00 1.7760042e-01 3.0621330e-01 7.8030138e+02
0.2546664 3.8556897e-04 8.0001261e-01 6.2622940e+00 1.7690569e-01 3.0621285e-01 7.9418436e+02
0.2536664 3.7880208e-04 8.0001229e-01 6.3117564e+00 1.7621097e-01 3.0621240e-01 8.0837044e+02
0.2526664 3.7212793e-04 8.0001198e-01 6.3618074e+00 1.7551624e-01 3.0621197e-01 8.2286746e+02
0.2516664 3.6554562e-04 8.0001167e-01 6.4124564e+00 1.7482152e-01 3.0621154e-01 8.3768351e+02
0.2506664 3.5905424e-04 8.0001138e-01 6.4637129e+00 1.7412680e-01 3.0621112e-01 8.5282693e+02
0.2496664 3.5265288e-04 8.0001108e-01 6.5155867e+00 1.7343208e-01 3.0621072e-01 8.6830630e+02
0.2486664 3.4634065e-04 8.0001080e-01 6.5680878e+00 1.7273736e-01 3.0621032e-01 8.8413045e+02
0.2476664 3.4011666e-04 8.0001052e-01 6.6212262e+00 1.7204265e-01 3.0620993e-01 9.0030851e+02
0.2466664 3.3398003e-04 8.0001025e-01 6.6750124e+00 1.7134793e-01 3.0620954e-01 9.1684986e+02
0.2456664 3.2792987e-04 8.0000998e-01 6.7294568e+00 1.7065322e-01 3.0620917e-01 9.3376419e+02
0.2446664 3.2196531e-04 8.0000972e-01 6.7845704e+00 1.6995851e-01 3.0620881e-01 9.5106147e+02
0.2436664 3.1608549e-04 8.0000946e-01 6.8403641e+00 1.6926381e-01 3.0620845e-01 9.6875200e+02
0.2426664 3.1028953e-04 8.0000921e-01 6.8968491e+00 1.6856910e-01 3.0620810e-01 9.8684638e+02
0.2416664 3.0457658e-04 8.0000897e-01 6.9540368e+00 1.6787439e-01 3.0620776e-01 1.0053556e+03
0.2406664 2.9894579e-04 8.0000873e-01 7.0119391e+00 1.6717969e-01 3.0620742e-01 1.0242908e+03
0.2396664 2.9339631e-04 8.0000850e-01 7.0705678e+00 1.6648499e-01 3.0620710e-01 1.0436638e+03
0.2386664 2.8792729e-04 8.0000827e-01 7.1299351e+00 1.6579029e-01 3.0620678e-01 1.0634865e+03
0.2376664 2.8253790e-04 8.0000805e-01 7.1900536e+00 1.6509559e-01 3.0620647e-01 1.0837713e+03
0.2366664 2.7722731e-04 8.0000783e-01 7.2509358e+00 1.6440089e-01 3.0620616e-01 1.1045310e+03
0.2356664 2.7199469e-04 8.0000762e-01 7.3125948e+00 1.6370620e-01 3.0620587e-01 1.1257789e+03
0.2346664 2.6683921e-04 8.0000741e-01 7.3750440e+00 1.6301150e-01 3.0620558e-01 1.1475284e+03
