# 2025-02-06 18:54:31.750665
# gamma = 5/3
# xi0 = 1.151666417967 (E_error=1.92e-12)
# Pc = 0.3061936398892737
# xi  a  v  p  u/u1  P/P1  T/T1
0.9266664 1.6345173e-01 8.5547132e-01 6.1828063e-01 6.8833869e-01 4.0029401e-01 2.4490044e+00
0.9256664 1.6237776e-01 8.5509028e-01 6.1840845e-01 6.8728961e-01 3.9951310e-01 2.4603930e+00
0.9246664 1.6131181e-01 8.5471134e-01 6.1854546e-01 6.8624288e-01 3.9873870e-01 2.4718507e+00
0.9236664 1.6025380e-01 8.5433450e-01 6.1869165e-01 6.8519849e-01 3.9797075e-01 2.4833780e+00
0.9226664 1.5920365e-01 8.5395975e-01 6.1884696e-01 6.8415643e-01 3.9720919e-01 2.4949754e+00
0.9216664 1.5816128e-01 8.5358708e-01 6.1901138e-01 6.8311668e-01 3.9645396e-01 2.5066435e+00
0.9206664 1.5712663e-01 8.5321648e-01 6.1918487e-01 6.8207924e-01 3.9570500e-01 2.5183827e+00
0.9196664 1.5609962e-01 8.5284795e-01 6.1936740e-01 6.8104410e-01 3.9496225e-01 2.5301935e+00
0.9186664 1.5508018e-01 8.5248148e-01 6.1955893e-01 6.8001124e-01 3.9422567e-01 2.5420765e+00
0.9176664 1.5406822e-01 8.5211707e-01 6.1975945e-01 6.7898066e-01 3.9349519e-01 2.5540321e+00
0.9166664 1.5306370e-01 8.5175470e-01 6.1996891e-01 6.7795233e-01 3.9277076e-01 2.5660609e+00
0.9156664 1.5206652e-01 8.5139437e-01 6.2018729e-01 6.7692626e-01 3.9205232e-01 2.5781633e+00
0.9146664 1.5107663e-01 8.5103608e-01 6.2041456e-01 6.7590242e-01 3.9133982e-01 2.5903400e+00
0.9136664 1.5009395e-01 8.5067980e-01 6.2065070e-01 6.7488081e-01 3.9063321e-01 2.6025914e+00
0.9126664 1.4911842e-01 8.5032555e-01 6.2089567e-01 6.7386142e-01 3.8993244e-01 2.6149180e+00
0.9116664 1.4814996e-01 8.4997330e-01 6.2114944e-01 6.7284424e-01 3.8923744e-01 2.6273205e+00
0.9106664 1.4718852e-01 8.4962305e-01 6.2141200e-01 6.7182925e-01 3.8854817e-01 2.6397994e+00
0.9096664 1.4623403e-01 8.4927480e-01 6.2168331e-01 6.7081644e-01 3.8786459e-01 2.6523551e+00
0.9086664 1.4528643e-01 8.4892853e-01 6.2196335e-01 6.6980580e-01 3.8718662e-01 2.6649883e+00
0.9076664 1.4434564e-01 8.4858425e-01 6.2225210e-01 6.6879733e-01 3.8651424e-01 2.6776995e+00
0.9066664 1.4341161e-01 8.4824193e-01 6.2254953e-01 6.6779101e-01 3.8584738e-01 2.6904892e+00
0.9056664 1.4248427e-01 8.4790158e-01 6.2285561e-01 6.6678682e-01 3.8518601e-01 2.7033581e+00
0.9046664 1.4156357e-01 8.4756319e-01 6.2317032e-01 6.6578477e-01 3.8453006e-01 2.7163066e+00
0.9036664 1.4064943e-01 8.4722675e-01 6.2349364e-01 6.6478483e-01 3.8387949e-01 2.7293355e+00
0.9026664 1.3974181e-01 8.4689224e-01 6.2382555e-01 6.6378699e-01 3.8323426e-01 2.7424452e+00
0.9016664 1.3884064e-01 8.4655968e-01 6.2416603e-01 6.6279126e-01 3.8259431e-01 2.7556363e+00
0.9006664 1.3794586e-01 8.4622904e-01 6.2451504e-01 6.6179760e-01 3.8195961e-01 2.7689095e+00
0.8996664 1.3705742e-01 8.4590031e-01 6.2487258e-01 6.6080602e-01 3.8133009e-01 2.7822652e+00
0.8986664 1.3617525e-01 8.4557350e-01 6.2523861e-01 6.5981651e-01 3.8070573e-01 2.7957042e+00
0.8976664 1.3529931e-01 8.4524860e-01 6.2561313e-01 6.5882904e-01 3.8008647e-01 2.8092270e+00
0.8966664 1.3442952e-01 8.4492559e-01 6.2599610e-01 6.5784361e-01 3.7947226e-01 2.8228342e+00
0.8956664 1.3356585e-01 8.4460446e-01 6.2638752e-01 6.5686022e-01 3.7886307e-01 2.8365265e+00
0.8946664 1.3270823e-01 8.4428522e-01 6.2678736e-01 6.5587884e-01 3.7825885e-01 2.8503044e+00
0.8936664 1.3185661e-01 8.4396786e-01 6.2719560e-01 6.5489947e-01 3.7765955e-01 2.8641686e+00
0.8926664 1.3101093e-01 8.4365235e-01 6.2761222e-01 6.5392210e-01 3.7706514e-01 2.8781197e+00
0.8916664 1.3017115e-01 8.4333871e-01 6.2803722e-01 6.5294672e-01 3.7647557e-01 2.8921583e+00
0.8906664 1.2933720e-01 8.4302692e-01 6.2847056e-01 6.5197331e-01 3.7589079e-01 2.9062852e+00
0.8896664 1.2850905e-01 8.4271697e-01 6.2891223e-01 6.5100187e-01 3.7531077e-01 2.9205008e+00
0.8886664 1.2768663e-01 8.4240885e-01 6.2936222e-01 6.5003238e-01 3.7473547e-01 2.9348059e+00
0.8876664 1.2686989e-01 8.4210257e-01 6.2982051e-01 6.4906483e-01 3.7416484e-01 2.9492012e+00
0.8866664 1.2605880e-01 8.4179810e-01 6.3028709e-01 6.4809922e-01 3.7359885e-01 2.9636872e+00
0.8856664 1.2525329e-01 8.4149544e-01 6.3076194e-01 6.4713553e-01 3.7303744e-01 2.9782647e+00
0.8846664 1.2445331e-01 8.4119459e-01 6.3124504e-01 6.4617375e-01 3.7248060e-01 2.9929343e+00
0.8836664 1.2365883e-01 8.4089554e-01 6.3173638e-01 6.4521387e-01 3.7192826e-01 3.0076968e+00
0.8826664 1.2286979e-01 8.4059828e-01 6.3223595e-01 6.4425589e-01 3.7138041e-01 3.0225527e+00
0.8816664 1.2208614e-01 8.4030280e-01 6.3274373e-01 6.4329978e-01 3.7083698e-01 3.0375028e+00
0.8806664 1.2130783e-01 8.4000909e-01 6.3325971e-01 6.4234555e-01 3.7029796e-01 3.0525478e+00
0.8796664 1.2053483e-01 8.3971715e-01 6.3378388e-01 6.4139317e-01 3.6976330e-01 3.0676883e+00
0.8786664 1.1976709e-01 8.3942697e-01 6.3431622e-01 6.4044264e-01 3.6923297e-01 3.0829252e+00
0.8776664 1.1900455e-01 8.3913854e-01 6.3485673e-01 6.3949396e-01 3.6870692e-01 3.0982590e+00
0.8766664 1.1824718e-01 8.3885185e-01 6.3540539e-01 6.3854710e-01 3.6818512e-01 3.1136906e+00
0.8756664 1.1749492e-01 8.3856690e-01 6.3596219e-01 6.3760205e-01 3.6766753e-01 3.1292205e+00
0.8746664 1.1674775e-01 8.3828368e-01 6.3652712e-01 6.3665882e-01 3.6715412e-01 3.1448497e+00
0.8736664 1.1600561e-01 8.3800217e-01 6.3710017e-01 6.3571738e-01 3.6664486e-01 3.1605788e+00
0.8726664 1.1526846e-01 8.3772239e-01 6.3768133e-01 6.3477773e-01 3.6613970e-01 3.1764085e+00
0.8716664 1.1453625e-01 8.3744430e-01 6.3827059e-01 6.3383986e-01 3.6563862e-01 3.1923396e+00
0.8706664 1.1380896e-01 8.3716792e-01 6.3886794e-01 6.3290375e-01 3.6514157e-01 3.2083729e+00
0.8696664 1.1308652e-01 8.3689322e-01 6.3947337e-01 6.3196940e-01 3.6464852e-01 3.2245091e+00
0.8686664 1.1236891e-01 8.3662021e-01 6.4008688e-01 6.3103679e-01 3.6415945e-01 3.2407490e+00
0.8676664 1.1165609e-01 8.3634888e-01 6.4070845e-01 6.3010592e-01 3.6367431e-01 3.2570934e+00
0.8666664 1.1094801e-01 8.3607921e-01 6.4133808e-01 6.2917678e-01 3.6319307e-01 3.2735430e+00
0.8656664 1.1024463e-01 8.3581120e-01 6.4197576e-01 6.2824936e-01 3.6271571e-01 3.2900987e+00
0.8646664 1.0954592e-01 8.3554484e-01 6.4262148e-01 6.2732364e-01 3.6224218e-01 3.3067612e+00
0.8636664 1.0885183e-01 8.3528013e-01 6.4327524e-01 6.2639961e-01 3.6177246e-01 3.3235313e+00
0.8626664 1.0816233e-01 8.3501706e-01 6.4393703e-01 6.2547727e-01 3.6130651e-01 3.3404099e+00
0.8616664 1.0747737e-01 8.3475561e-01 6.4460685e-01 6.2455661e-01 3.6084430e-01 3.3573978e+00
0.8606664 1.0679693e-01 8.3449579e-01 6.4528469e-01 6.2363762e-01 3.6038580e-01 3.3744958e+00
0.8596664 1.0612097e-01 8.3423758e-01 6.4597054e-01 6.2272028e-01 3.5993098e-01 3.3917047e+00
0.8586664 1.0544944e-01 8.3398098e-01 6.4666440e-01 6.2180459e-01 3.5947981e-01 3.4090254e+00
0.8576664 1.0478231e-01 8.3372599e-01 6.4736626e-01 6.2089054e-01 3.5903225e-01 3.4264587e+00
0.8566664 1.0411955e-01 8.3347258e-01 6.4807613e-01 6.1997811e-01 3.5858829e-01 3.4440054e+00
0.8556664 1.0346112e-01 8.3322076e-01 6.4879399e-01 6.1906730e-01 3.5814788e-01 3.4616665e+00
0.8546664 1.0280698e-01 8.3297051e-01 6.4951985e-01 6.1815810e-01 3.5771100e-01 3.4794428e+00
0.8536664 1.0215710e-01 8.3272184e-01 6.5025369e-01 6.1725050e-01 3.5727762e-01 3.4973352e+00
0.8526664 1.0151145e-01 8.3247473e-01 6.5099553e-01 6.1634448e-01 3.5684771e-01 3.5153446e+00
0.8516664 1.0086999e-01 8.3222917e-01 6.5174535e-01 6.1544005e-01 3.5642124e-01 3.5334718e+00
0.8506664 1.0023268e-01 8.3198516e-01 6.5250316e-01 6.1453719e-01 3.5599819e-01 3.5517177e+00
0.8496664 9.9599501e-02 8.3174270e-01 6.5326894e-01 6.1363588e-01 3.5557852e-01 3.5700833e+00
0.8486664 9.8970412e-02 8.3150176e-01 6.5404271e-01 6.1273613e-01 3.5516220e-01 3.5885695e+00
0.8476664 9.8345381e-02 8.3126235e-01 6.5482446e-01 6.1183792e-01 3.5474922e-01 3.6071772e+00
0.8466664 9.7724376e-02 8.3102446e-01 6.5561419e-01 6.1094124e-01 3.5433953e-01 3.6259074e+00
0.8456664 9.7107365e-02 8.3078808e-01 6.5641190e-01 6.1004608e-01 3.5393312e-01 3.6447609e+00
0.8446664 9.6494316e-02 8.3055321e-01 6.5721758e-01 6.0915244e-01 3.5352996e-01 3.6637387e+00
0.8436664 9.5885198e-02 8.3031983e-01 6.5803125e-01 6.0826030e-01 3.5313002e-01 3.6828418e+00
0.8426664 9.5279980e-02 8.3008794e-01 6.5885290e-01 6.0736965e-01 3.5273327e-01 3.7020712e+00
0.8416664 9.4678632e-02 8.2985753e-01 6.5968252e-01 6.0648049e-01 3.5233969e-01 3.7214278e+00
0.8406664 9.4081122e-02 8.2962860e-01 6.6052014e-01 6.0559281e-01 3.5194926e-01 3.7409126e+00
0.8396664 9.3487422e-02 8.2940114e-01 6.6136573e-01 6.0470660e-01 3.5156194e-01 3.7605266e+00
0.8386664 9.2897500e-02 8.2917513e-01 6.6221931e-01 6.0382184e-01 3.5117771e-01 3.7802708e+00
0.8376664 9.2311328e-02 8.2895058e-01 6.6308088e-01 6.0293853e-01 3.5079655e-01 3.8001463e+00
0.8366664 9.1728876e-02 8.2872747e-01 6.6395044e-01 6.0205667e-01 3.5041843e-01 3.8201539e+00
0.8356664 9.1150116e-02 8.2850581e-01 6.6482800e-01 6.0117623e-01 3.5004332e-01 3.8402948e+00
0.8346664 9.0575020e-02 8.2828557e-01 6.6571355e-01 6.0029722e-01 3.4967121e-01 3.8605700e+00
0.8336664 9.0003558e-02 8.2806676e-01 6.6660711e-01 5.9941962e-01 3.4930206e-01 3.8809806e+00
0.8326664 8.9435703e-02 8.2784936e-01 6.6750867e-01 5.9854343e-01 3.4893586e-01 3.9015275e+00
0.8316664 8.8871428e-02 8.2763338e-01 6.6841824e-01 5.9766863e-01 3.4857258e-01 3.9222120e+00
0.8306664 8.8310704e-02 8.2741880e-01 6.6933583e-01 5.9679522e-01 3.4821219e-01 3.9430349e+00
0.8296664 8.7753505e-02 8.2720562e-01 6.7026143e-01 5.9592319e-01 3.4785468e-01 3.9639975e+00
0.8286664 8.7199804e-02 8.2699382e-01 6.7119506e-01 5.9505252e-01 3.4750001e-01 3.9851008e+00
0.8276664 8.6649575e-02 8.2678341e-01 6.7213672e-01 5.9418322e-01 3.4714818e-01 4.0063460e+00
0.8266664 8.6102791e-02 8.2657437e-01 6.7308642e-01 5.9331527e-01 3.4679914e-01 4.0277340e+00
0.8256664 8.5559425e-02 8.2636670e-01 6.7404416e-01 5.9244866e-01 3.4645289e-01 4.0492662e+00
0.8246664 8.5019453e-02 8.2616039e-01 6.7500995e-01 5.9158339e-01 3.4610939e-01 4.0709435e+00
0.8236664 8.4482849e-02 8.2595543e-01 6.7598379e-01 5.9071945e-01 3.4576864e-01 4.0927672e+00
0.8226664 8.3949587e-02 8.2575183e-01 6.7696570e-01 5.8985682e-01 3.4543059e-01 4.1147384e+00
0.8216664 8.3419643e-02 8.2554956e-01 6.7795568e-01 5.8899551e-01 3.4509524e-01 4.1368583e+00
0.8206664 8.2892991e-02 8.2534862e-01 6.7895374e-01 5.8813549e-01 3.4476256e-01 4.1591280e+00
0.8196664 8.2369608e-02 8.2514902e-01 6.7995988e-01 5.8727677e-01 3.4443253e-01 4.1815488e+00
0.8186664 8.1849468e-02 8.2495073e-01 6.8097412e-01 5.8641934e-01 3.4410513e-01 4.2041218e+00
0.8176664 8.1332549e-02 8.2475375e-01 6.8199646e-01 5.8556318e-01 3.4378034e-01 4.2268482e+00
0.8166664 8.0818826e-02 8.2455808e-01 6.8302692e-01 5.8470828e-01 3.4345814e-01 4.2497294e+00
0.8156664 8.0308275e-02 8.2436371e-01 6.8406550e-01 5.8385465e-01 3.4313850e-01 4.2727664e+00
0.8146664 7.9800874e-02 8.2417063e-01 6.8511221e-01 5.8300227e-01 3.4282140e-01 4.2959605e+00
0.8136664 7.9296599e-02 8.2397884e-01 6.8616706e-01 5.8215114e-01 3.4250684e-01 4.3193131e+00
0.8126664 7.8795427e-02 8.2378833e-01 6.8723007e-01 5.8130123e-01 3.4219478e-01 4.3428253e+00
0.8116664 7.8297336e-02 8.2359909e-01 6.8830124e-01 5.8045256e-01 3.4188520e-01 4.3664985e+00
0.8106664 7.7802303e-02 8.2341111e-01 6.8938058e-01 5.7960511e-01 3.4157809e-01 4.3903339e+00
0.8096664 7.7310307e-02 8.2322440e-01 6.9046811e-01 5.7875886e-01 3.4127343e-01 4.4143328e+00
0.8086664 7.6821324e-02 8.2303893e-01 6.9156384e-01 5.7791382e-01 3.4097119e-01 4.4384966e+00
0.8076664 7.6335334e-02 8.2285471e-01 6.9266777e-01 5.7706998e-01 3.4067136e-01 4.4628266e+00
0.8066664 7.5852315e-02 8.2267173e-01 6.9377993e-01 5.7622733e-01 3.4037392e-01 4.4873241e+00
0.8056664 7.5372245e-02 8.2248999e-01 6.9490032e-01 5.7538585e-01 3.4007885e-01 4.5119905e+00
0.8046664 7.4895103e-02 8.2230946e-01 6.9602895e-01 5.7454555e-01 3.3978613e-01 4.5368271e+00
0.8036664 7.4420869e-02 8.2213016e-01 6.9716585e-01 5.7370641e-01 3.3949575e-01 4.5618354e+00
0.8026664 7.3949521e-02 8.2195207e-01 6.9831102e-01 5.7286842e-01 3.3920768e-01 4.5870166e+00
0.8016664 7.3481039e-02 8.2177519e-01 6.9946447e-01 5.7203159e-01 3.3892190e-01 4.6123722e+00
0.8006664 7.3015403e-02 8.2159951e-01 7.0062623e-01 5.7119590e-01 3.3863841e-01 4.6379037e+00
0.7996664 7.2552593e-02 8.2142502e-01 7.0179630e-01 5.7036134e-01 3.3835717e-01 4.6636124e+00
0.7986664 7.2092588e-02 8.2125171e-01 7.0297470e-01 5.6952791e-01 3.3807818e-01 4.6894998e+00
0.7976664 7.1635369e-02 8.2107959e-01 7.0416145e-01 5.6869559e-01 3.3780141e-01 4.7155674e+00
0.7966664 7.1180916e-02 8.2090864e-01 7.0535656e-01 5.6786439e-01 3.3752685e-01 4.7418166e+00
0.7956664 7.0729210e-02 8.2073886e-01 7.0656004e-01 5.6703429e-01 3.3725448e-01 4.7682489e+00
0.7946664 7.0280232e-02 8.2057024e-01 7.0777191e-01 5.6620529e-01 3.3698428e-01 4.7948658e+00
0.7936664 6.9833962e-02 8.2040278e-01 7.0899220e-01 5.6537737e-01 3.3671624e-01 4.8216688e+00
0.7926664 6.9390382e-02 8.2023646e-01 7.1022090e-01 5.6455054e-01 3.3645033e-01 4.8486595e+00
0.7916664 6.8949473e-02 8.2007129e-01 7.1145805e-01 5.6372478e-01 3.3618655e-01 4.8758393e+00
0.7906664 6.8511217e-02 8.1990725e-01 7.1270366e-01 5.6290009e-01 3.3592488e-01 4.9032099e+00
0.7896664 6.8075595e-02 8.1974435e-01 7.1395775e-01 5.6207646e-01 3.3566530e-01 4.9307728e+00
0.7886664 6.7642589e-02 8.1958256e-01 7.1522032e-01 5.6125388e-01 3.3540778e-01 4.9585297e+00
0.7876664 6.7212181e-02 8.1942190e-01 7.1649142e-01 5.6043234e-01 3.3515233e-01 4.9864820e+00
0.7866664 6.6784354e-02 8.1926234e-01 7.1777104e-01 5.5961185e-01 3.3489892e-01 5.0146314e+00
0.7856664 6.6359089e-02 8.1910390e-01 7.1905921e-01 5.5879238e-01 3.3464753e-01 5.0429796e+00
0.7846664 6.5936369e-02 8.1894655e-01 7.2035595e-01 5.5797394e-01 3.3439815e-01 5.0715282e+00
0.7836664 6.5516177e-02 8.1879029e-01 7.2166127e-01 5.5715652e-01 3.3415077e-01 5.1002788e+00
0.7826664 6.5098496e-02 8.1863512e-01 7.2297521e-01 5.5634011e-01 3.3390537e-01 5.1292332e+00
0.7816664 6.4683308e-02 8.1848103e-01 7.2429777e-01 5.5552470e-01 3.3366192e-01 5.1583930e+00
0.7806664 6.4270597e-02 8.1832802e-01 7.2562898e-01 5.5471028e-01 3.3342043e-01 5.1877600e+00
0.7796664 6.3860346e-02 8.1817607e-01 7.2696886e-01 5.5389686e-01 3.3318087e-01 5.2173358e+00
0.7786664 6.3452539e-02 8.1802519e-01 7.2831743e-01 5.5308441e-01 3.3294323e-01 5.2471222e+00
0.7776664 6.3047159e-02 8.1787537e-01 7.2967471e-01 5.5227295e-01 3.3270749e-01 5.2771211e+00
0.7766664 6.2644189e-02 8.1772659e-01 7.3104072e-01 5.5146245e-01 3.3247364e-01 5.3073341e+00
0.7756664 6.2243614e-02 8.1757887e-01 7.3241549e-01 5.5065291e-01 3.3224166e-01 5.3377630e+00
0.7746664 6.1845418e-02 8.1743218e-01 7.3379903e-01 5.4984434e-01 3.3201155e-01 5.3684097e+00
0.7736664 6.1449585e-02 8.1728652e-01 7.3519137e-01 5.4903670e-01 3.3178327e-01 5.3992760e+00
0.7726664 6.1056100e-02 8.1714189e-01 7.3659254e-01 5.4823002e-01 3.3155683e-01 5.4303638e+00
0.7716664 6.0664945e-02 8.1699828e-01 7.3800255e-01 5.4742426e-01 3.3133221e-01 5.4616749e+00
0.7706664 6.0276108e-02 8.1685569e-01 7.3942142e-01 5.4661944e-01 3.3110939e-01 5.4932111e+00
0.7696664 5.9889571e-02 8.1671411e-01 7.4084920e-01 5.4581554e-01 3.3088835e-01 5.5249745e+00
0.7686664 5.9505320e-02 8.1657354e-01 7.4228588e-01 5.4501255e-01 3.3066910e-01 5.5569669e+00
0.7676664 5.9123341e-02 8.1643396e-01 7.4373151e-01 5.4421048e-01 3.3045160e-01 5.5891903e+00
0.7666664 5.8743617e-02 8.1629537e-01 7.4518611e-01 5.4340931e-01 3.3023586e-01 5.6216466e+00
0.7656664 5.8366135e-02 8.1615777e-01 7.4664970e-01 5.4260903e-01 3.3002184e-01 5.6543378e+00
0.7646664 5.7990879e-02 8.1602116e-01 7.4812230e-01 5.4180965e-01 3.2980955e-01 5.6872659e+00
0.7636664 5.7617836e-02 8.1588552e-01 7.4960395e-01 5.4101115e-01 3.2959897e-01 5.7204330e+00
0.7626664 5.7246991e-02 8.1575085e-01 7.5109467e-01 5.4021353e-01 3.2939008e-01 5.7538410e+00
0.7616664 5.6878329e-02 8.1561714e-01 7.5259448e-01 5.3941678e-01 3.2918288e-01 5.7874920e+00
0.7606664 5.6511838e-02 8.1548439e-01 7.5410341e-01 5.3862089e-01 3.2897734e-01 5.8213881e+00
0.7596664 5.6147502e-02 8.1535260e-01 7.5562150e-01 5.3782587e-01 3.2877346e-01 5.8555314e+00
0.7586664 5.5785308e-02 8.1522175e-01 7.5714876e-01 5.3703169e-01 3.2857123e-01 5.8899241e+00
0.7576664 5.5425241e-02 8.1509185e-01 7.5868522e-01 5.3623837e-01 3.2837062e-01 5.9245682e+00
0.7566664 5.5067290e-02 8.1496288e-01 7.6023092e-01 5.3544589e-01 3.2817164e-01 5.9594659e+00
0.7556664 5.4711439e-02 8.1483485e-01 7.6178588e-01 5.3465424e-01 3.2797426e-01 5.9946194e+00
0.7546664 5.4357677e-02 8.1470774e-01 7.6335013e-01 5.3386342e-01 3.2777847e-01 6.0300310e+00
0.7536664 5.4005988e-02 8.1458155e-01 7.6492370e-01 5.3307342e-01 3.2758427e-01 6.0657027e+00
0.7526664 5.3656361e-02 8.1445628e-01 7.6650662e-01 5.3228425e-01 3.2739164e-01 6.1016370e+00
0.7516664 5.3308782e-02 8.1433192e-01 7.6809892e-01 5.3149588e-01 3.2720056e-01 6.1378360e+00
0.7506664 5.2963239e-02 8.1420846e-01 7.6970063e-01 5.3070832e-01 3.2701104e-01 6.1743021e+00
0.7496664 5.2619717e-02 8.1408590e-01 7.7131178e-01 5.2992156e-01 3.2682304e-01 6.2110376e+00
0.7486664 5.2278206e-02 8.1396424e-01 7.7293239e-01 5.2913559e-01 3.2663657e-01 6.2480448e+00
0.7476664 5.1938692e-02 8.1384346e-01 7.7456251e-01 5.2835041e-01 3.2645161e-01 6.2853260e+00
0.7466664 5.1601163e-02 8.1372357e-01 7.7620217e-01 5.2756601e-01 3.2626815e-01 6.3228837e+00
0.7456664 5.1265605e-02 8.1360455e-01 7.7785139e-01 5.2678239e-01 3.2608618e-01 6.3607204e+00
0.7446664 5.0932008e-02 8.1348641e-01 7.7951020e-01 5.2599954e-01 3.2590569e-01 6.3988383e+00
0.7436664 5.0600359e-02 8.1336913e-01 7.8117865e-01 5.2521746e-01 3.2572666e-01 6.4372400e+00
0.7426664 5.0270646e-02 8.1325272e-01 7.8285676e-01 5.2443614e-01 3.2554908e-01 6.4759280e+00
0.7416664 4.9942856e-02 8.1313717e-01 7.8454457e-01 5.2365557e-01 3.2537295e-01 6.5149048e+00
0.7406664 4.9616978e-02 8.1302247e-01 7.8624211e-01 5.2287575e-01 3.2519825e-01 6.5541729e+00
0.7396664 4.9293001e-02 8.1290861e-01 7.8794942e-01 5.2209667e-01 3.2502498e-01 6.5937349e+00
0.7386664 4.8970912e-02 8.1279560e-01 7.8966652e-01 5.2131833e-01 3.2485311e-01 6.6335933e+00
0.7376664 4.8650699e-02 8.1268342e-01 7.9139346e-01 5.2054072e-01 3.2468265e-01 6.6737509e+00
0.7366664 4.8332353e-02 8.1257208e-01 7.9313027e-01 5.1976384e-01 3.2451357e-01 6.7142101e+00
0.7356664 4.8015860e-02 8.1246156e-01 7.9487698e-01 5.1898768e-01 3.2434588e-01 6.7549738e+00
0.7346664 4.7701210e-02 8.1235187e-01 7.9663364e-01 5.1821224e-01 3.2417955e-01 6.7960446e+00
0.7336664 4.7388391e-02 8.1224299e-01 7.9840027e-01 5.1743751e-01 3.2401458e-01 6.8374252e+00
0.7326664 4.7077393e-02 8.1213492e-01 8.0017692e-01 5.1666349e-01 3.2385096e-01 6.8791184e+00
0.7316664 4.6768204e-02 8.1202767e-01 8.0196362e-01 5.1589016e-01 3.2368867e-01 6.9211269e+00
0.7306664 4.6460814e-02 8.1192121e-01 8.0376040e-01 5.1511753e-01 3.2352772e-01 6.9634536e+00
0.7296664 4.6155211e-02 8.1181555e-01 8.0556732e-01 5.1434559e-01 3.2336808e-01 7.0061013e+00
0.7286664 4.5851385e-02 8.1171069e-01 8.0738440e-01 5.1357434e-01 3.2320975e-01 7.0490729e+00
0.7276664 4.5549325e-02 8.1160661e-01 8.0921168e-01 5.1280376e-01 3.2305272e-01 7.0923712e+00
0.7266664 4.5249020e-02 8.1150331e-01 8.1104920e-01 5.1203386e-01 3.2289698e-01 7.1359993e+00
0.7256664 4.4950461e-02 8.1140079e-01 8.1289701e-01 5.1126463e-01 3.2274251e-01 7.1799600e+00
0.7246664 4.4653636e-02 8.1129905e-01 8.1475514e-01 5.1049607e-01 3.2258931e-01 7.2242563e+00
0.7236664 4.4358536e-02 8.1119807e-01 8.1662363e-01 5.0972816e-01 3.2243737e-01 7.2688913e+00
0.7226664 4.4065149e-02 8.1109786e-01 8.1850252e-01 5.0896091e-01 3.2228669e-01 7.3138680e+00
0.7216664 4.3773466e-02 8.1099841e-01 8.2039186e-01 5.0819431e-01 3.2213724e-01 7.3591896e+00
0.7206664 4.3483477e-02 8.1089971e-01 8.2229168e-01 5.0742835e-01 3.2198902e-01 7.4048590e+00
0.7196664 4.3195172e-02 8.1080176e-01 8.2420203e-01 5.0666303e-01 3.2184202e-01 7.4508795e+00
0.7186664 4.2908541e-02 8.1070456e-01 8.2612295e-01 5.0589835e-01 3.2169624e-01 7.4972542e+00
0.7176664 4.2623573e-02 8.1060810e-01 8.2805448e-01 5.0513430e-01 3.2155166e-01 7.5439864e+00
0.7166664 4.2340260e-02 8.1051237e-01 8.2999666e-01 5.0437087e-01 3.2140827e-01 7.5910793e+00
0.7156664 4.2058591e-02 8.1041738e-01 8.3194954e-01 5.0360807e-01 3.2126607e-01 7.6385361e+00
0.7146664 4.1778557e-02 8.1032311e-01 8.3391316e-01 5.0284588e-01 3.2112504e-01 7.6863603e+00
0.7136664 4.1500148e-02 8.1022956e-01 8.3588757e-01 5.0208430e-01 3.2098518e-01 7.7345551e+00
0.7126664 4.1223355e-02 8.1013673e-01 8.3787281e-01 5.0132333e-01 3.2084648e-01 7.7831240e+00
0.7116664 4.0948168e-02 8.1004462e-01 8.3986893e-01 5.0056296e-01 3.2070893e-01 7.8320703e+00
0.7106664 4.0674578e-02 8.0995321e-01 8.4187596e-01 4.9980319e-01 3.2057252e-01 7.8813975e+00
0.7096664 4.0402576e-02 8.0986251e-01 8.4389397e-01 4.9904401e-01 3.2043724e-01 7.9311091e+00
0.7086664 4.0132153e-02 8.0977251e-01 8.4592298e-01 4.9828542e-01 3.2030309e-01 7.9812087e+00
0.7076664 3.9863299e-02 8.0968320e-01 8.4796306e-01 4.9752741e-01 3.2017005e-01 8.0316998e+00
0.7066664 3.9596005e-02 8.0959459e-01 8.5001424e-01 4.9676998e-01 3.2003812e-01 8.0825860e+00
0.7056664 3.9330263e-02 8.0950666e-01 8.5207658e-01 4.9601313e-01 3.1990728e-01 8.1338710e+00
0.7046664 3.9066063e-02 8.0941941e-01 8.5415013e-01 4.9525685e-01 3.1977754e-01 8.1855584e+00
0.7036664 3.8803396e-02 8.0933285e-01 8.5623492e-01 4.9450113e-01 3.1964888e-01 8.2376520e+00
0.7026664 3.8542255e-02 8.0924695e-01 8.5833102e-01 4.9374597e-01 3.1952129e-01 8.2901556e+00
0.7016664 3.8282629e-02 8.0916173e-01 8.6043847e-01 4.9299137e-01 3.1939477e-01 8.3430728e+00
0.7006664 3.8024511e-02 8.0907717e-01 8.6255731e-01 4.9223733e-01 3.1926930e-01 8.3964077e+00
0.6996664 3.7767892e-02 8.0899327e-01 8.6468761e-01 4.9148383e-01 3.1914489e-01 8.4501641e+00
0.6986664 3.7512763e-02 8.0891003e-01 8.6682941e-01 4.9073088e-01 3.1902151e-01 8.5043458e+00
0.6976664 3.7259116e-02 8.0882744e-01 8.6898276e-01 4.8997846e-01 3.1889917e-01 8.5589570e+00
0.6966664 3.7006943e-02 8.0874550e-01 8.7114772e-01 4.8922659e-01 3.1877786e-01 8.6140015e+00
