 501
 0.436516E+06     0.211911E+02
 0.446684E+06     0.211888E+02
 0.457088E+06     0.211869E+02
 0.467735E+06     0.211857E+02
 0.478630E+06     0.211855E+02
 0.489779E+06     0.211868E+02
 0.501187E+06     0.211902E+02
 0.512861E+06     0.211963E+02
 0.524807E+06     0.212056E+02
 0.537032E+06     0.212190E+02
 0.549541E+06     0.212372E+02
 0.562341E+06     0.212605E+02
 0.575440E+06     0.212890E+02
 0.588844E+06     0.213229E+02
 0.602560E+06     0.213621E+02
 0.616595E+06     0.214060E+02
 0.630957E+06     0.214549E+02
 0.645654E+06     0.215058E+02
 0.660693E+06     0.215599E+02
 0.676083E+06     0.216151E+02
 0.691831E+06     0.216711E+02
 0.707946E+06     0.217270E+02
 0.724436E+06     0.217824E+02
 0.741310E+06     0.218367E+02
 0.758578E+06     0.218894E+02
 0.776247E+06     0.219402E+02
 0.794328E+06     0.219887E+02
 0.812830E+06     0.220349E+02
 0.831764E+06     0.220776E+02
 0.851138E+06     0.221174E+02
 0.870964E+06     0.221543E+02
 0.891251E+06     0.221879E+02
 0.912011E+06     0.222184E+02
 0.933254E+06     0.222455E+02
 0.954992E+06     0.222691E+02
 0.977237E+06     0.222891E+02
 0.100000E+07     0.223053E+02
 0.102329E+07     0.223188E+02
 0.104713E+07     0.223277E+02
 0.107152E+07     0.223332E+02
 0.109648E+07     0.223355E+02
 0.112202E+07     0.223349E+02
 0.114815E+07     0.223317E+02
 0.117490E+07     0.223265E+02
 0.120226E+07     0.223198E+02
 0.123027E+07     0.223120E+02
 0.125893E+07     0.223035E+02
 0.128825E+07     0.222945E+02
 0.131826E+07     0.222850E+02
 0.134896E+07     0.222751E+02
 0.138038E+07     0.222648E+02
 0.141254E+07     0.222525E+02
 0.144544E+07     0.222405E+02
 0.147911E+07     0.222291E+02
 0.151356E+07     0.222178E+02
 0.154882E+07     0.222069E+02
 0.158489E+07     0.221968E+02
 0.162181E+07     0.221878E+02
 0.165959E+07     0.221803E+02
 0.169824E+07     0.221746E+02
 0.173780E+07     0.221710E+02
 0.177828E+07     0.221697E+02
 0.181970E+07     0.221707E+02
 0.186209E+07     0.221741E+02
 0.190546E+07     0.221798E+02
 0.194984E+07     0.221876E+02
 0.199526E+07     0.221959E+02
 0.204174E+07     0.222044E+02
 0.208930E+07     0.222155E+02
 0.213796E+07     0.222268E+02
 0.218776E+07     0.222381E+02
 0.223872E+07     0.222487E+02
 0.229087E+07     0.222586E+02
 0.234423E+07     0.222672E+02
 0.239883E+07     0.222747E+02
 0.245471E+07     0.222810E+02
 0.251189E+07     0.222862E+02
 0.257040E+07     0.222903E+02
 0.263027E+07     0.222934E+02
 0.269153E+07     0.222957E+02
 0.275423E+07     0.222973E+02
 0.281838E+07     0.222983E+02
 0.288403E+07     0.222985E+02
 0.295121E+07     0.222982E+02
 0.301995E+07     0.222963E+02
 0.309030E+07     0.222925E+02
 0.316228E+07     0.222897E+02
 0.323594E+07     0.222862E+02
 0.331131E+07     0.222819E+02
 0.338844E+07     0.222771E+02
 0.346737E+07     0.222716E+02
 0.354813E+07     0.222656E+02
 0.363078E+07     0.222592E+02
 0.371535E+07     0.222525E+02
 0.380189E+07     0.222457E+02
 0.389045E+07     0.222388E+02
 0.398107E+07     0.222320E+02
 0.407380E+07     0.222254E+02
 0.416869E+07     0.222192E+02
 0.426579E+07     0.222134E+02
 0.436516E+07     0.222083E+02
 0.446684E+07     0.222039E+02
 0.457088E+07     0.222003E+02
 0.467735E+07     0.221976E+02
 0.478630E+07     0.221958E+02
 0.489779E+07     0.221950E+02
 0.501187E+07     0.221954E+02
 0.512861E+07     0.221970E+02
